segment_id,category,label,location,kind,duration,wk_z_rms,wd_xy_rms,iso_total,oct_1.00Hz,oct_1.25Hz,oct_1.60Hz,oct_2.00Hz,oct_2.50Hz,oct_3.15Hz,oct_4.00Hz,oct_5.00Hz,oct_6.30Hz,oct_8.00Hz,oct_10.00Hz,oct_12.50Hz,oct_16.00Hz,oct_20.00Hz,oct_25.00Hz,oct_31.50Hz,oct_40.00Hz,oct_50.00Hz
clean_bgnd_022,clean_bgnd_ground_floor,干净本底,地面(正后方),clean_bgnd,30.726,0.006741214412078759,0.007034087597868284,0.011934052659729962,0.0008101624609009615,0.0010243117633680732,0.00117903226539618,0.0012566143895429618,0.0013842071065063829,0.001778547469574456,0.0017865435438878252,0.002700383439660631,0.0024240062724293554,0.0027174397755847413,0.0031929353630075056,0.003305918780819005,0.0039870466360378614,0.004627927448428063,0.005268570073512236,0.006293241527366691,0.0072066951239454,
train_pass_023,train_pass_ground_floor,过车,地面(正后方),train_pass,10.589,0.007105902534696972,0.007163081234449031,0.012290684564514376,0.0007717482204127605,0.001327775498918679,0.0016895031971271538,0.0015190990663213706,0.0013827438936727062,0.0019627956446336354,0.0019844567711529834,0.0019814724461981723,0.002404620029141437,0.0028581992566158658,0.00308311374429573,0.0030008294217848683,0.004465240464826319,0.004250742224611981,0.005236348617579069,0.006101635791471129,0.007257995047797954,
clean_bgnd_024,clean_bgnd_ground_floor,干净本底,地面(正后方),clean_bgnd,13.016,0.007096199286941502,0.006992174111350331,0.012090550937601112,0.0009445848724024815,0.0011180920066089846,0.0009014592670070369,0.0013271899669711979,0.0019586309461209054,0.001480127317185357,0.0023522820745019214,0.0024347679197148178,0.0021856296317402726,0.0030943707390873113,0.0034963893736292785,0.0034458293462169705,0.003427369184264098,0.004297288666084162,0.0051893190053497965,0.0066630706467372255,0.007247003394637657,
train_pass_025,train_pass_ground_floor,过车,地面(正后方),train_pass,11.308,0.007153106058634531,0.0072226788758102045,0.012386057603874647,0.0006754004332682915,0.0012140649091779176,0.0011770580134429886,0.0014160568565711375,0.0015397805056425083,0.0016247416848663198,0.0020173996630058815,0.0021090272785645086,0.0027791875071171133,0.0028459940954117693,0.0027836598806504505,0.0036928144270482713,0.004141487464347143,0.004949596569564584,0.005343850972099892,0.006403599284509946,0.007442303787246876,
clean_bgnd_026,clean_bgnd_ground_floor,干净本底,地面(正后方),clean_bgnd,11.726,0.007165627165721697,0.006883446351550819,0.012008938615901832,0.0006048045961360699,0.001690117456191181,0.0013535298373886647,0.0019538394289200537,0.0018829541719230809,0.0023334420751043522,0.0021885801247068398,0.0019611365291411086,0.002173593353341062,0.0024841788886883496,0.003406088530540643,0.003079885813316534,0.004513142761142362,0.004323558890892898,0.004453157737645343,0.00729616389618133,0.0064915068560842115,
scene_01_platform,platform,站台(候车),站台(候车),scene,75.97363052600001,0.007680524191400618,0.007296396174183225,0.012780287564477409,0.0008147517645781808,0.0012453071797301617,0.0012939216823842255,0.0014334182520304274,0.001687316691684811,0.0018817336288773569,0.002168519916729519,0.0027271559119752264,0.0028989577356768716,0.002858202684151409,0.0034530437657003645,0.003635544298017237,0.004283149734390026,0.004631194706009971,0.005419408214621897,0.0063863664833006635,0.007620625289637905,
scene_02_platform,platform,站台(靠近轨道/上车),站台(靠近轨道/上车),scene,93.922018919,0.006884121758394942,0.006350911933389055,0.011244818089249249,0.0008838382937569986,0.0011651652778197268,0.0009754910719091866,0.0013763831903071493,0.0015627473631628372,0.001996757148696178,0.002011390334466306,0.0021769006043246943,0.002635692401687169,0.002940546468664877,0.003070668527103961,0.003666169224888151,0.003959721247054139,0.004678232061042606,0.005272137502114253,0.006432861332861579,0.007493787109964988,
scene_03_subway_onboard,subway_onboard,地铁车内(出发),地铁车内(出发),scene,206.02952227800003,0.05746996855999686,0.05579445061244551,0.0969758624391167,0.007985566300641461,0.00958555911762401,0.009102498180292013,0.010833614935564534,0.009962569254125303,0.011253520110749678,0.011274395727329108,0.012920387820404115,0.014983740178184532,0.016221750826013476,0.0163708518490639,0.01859190447069795,0.02102736410734794,0.02221186478859566,0.02261068633838037,0.028432474599636205,0.03303702970406654,
scene_04_subway_onboard,subway_onboard,地铁车内(到站),地铁车内(到站),scene,156.67522015100002,0.06417309722500573,0.04788799551732619,0.0928061217388069,0.017004042785666633,0.014285526991150498,0.012714169873294821,0.011168948394965565,0.014755790666635099,0.015454951127843264,0.014119674629584937,0.01715147856898889,0.020923375167418632,0.023533186826455343,0.020017821767950496,0.01924360616457771,0.02442092337992417,0.02592602612202555,0.02572637887556543,0.031551426550238806,0.04259664342450401,
baseline_05_service_desk,baseline_service_desk,服务台本底,服务台本底,baseline_scene,10.0,0.006824564139824729,0.00727407391922577,0.012258975993451016,0.0007839691512351614,0.00020515643769208474,0.0010786644847554877,0.0014213045787118924,0.0013101061884499532,0.002315600726581994,0.0017435935081041238,0.0021900091167450708,0.0026451708099107774,0.0030359767285306873,0.002882749932909176,0.0034643308229723637,0.0036963507621769276,0.004603066786659845,0.004676329953982511,0.006119763659504483,0.006884011455155559,
baseline_06_service_desk,baseline_service_desk,服务台本底,服务台本底,baseline_scene,10.0,0.00811148733098214,0.007170959656129377,0.012906767411120441,0.0018522369359147753,0.0005214365745304802,0.0011943994295440204,0.0013627318369413696,0.0013743273599667494,0.0015494014914196697,0.001993174872229223,0.0023604275597711743,0.0021668530388704323,0.0034008824440428177,0.003382285839159862,0.003709289526554533,0.0037253371883419367,0.004686411313877251,0.0055628506470709665,0.006235180094613226,0.006757276132633218,
baseline_07_service_desk,baseline_service_desk,服务台本底,服务台本底,baseline_scene,10.0,0.00789451907703996,0.007639790893872474,0.013293667103770033,0.0015112416708026246,0.0014462043994654622,0.0013850333475127698,0.0015718871235754217,0.0016289659015825155,0.0016033710716271024,0.0024462516177451376,0.002803807532675022,0.0031587110259037785,0.0031761410099138744,0.003183693189893009,0.004220472198727012,0.00522845097501117,0.00567128173252987,0.005566795956800105,0.006216617101565477,0.007308155703318021,
baseline_08_ground_floor,baseline_ground_floor,地面本底,地面本底,baseline_scene,10.0,0.0072609841540720015,0.006793285266480884,0.011965508402102509,0.0012224010930084097,0.0005852553624102473,0.0007249528554246633,0.0012429126078682552,0.0011501184793607758,0.0018072908304073777,0.0014163569030515985,0.002071606498264076,0.002678988107713229,0.0030661007846652646,0.004034504440310894,0.003407026685072378,0.004013559225264808,0.004901325776860377,0.005200129167301181,0.006520333718781404,0.006812425741004111,
baseline_09_ground_floor,baseline_ground_floor,地面本底,地面本底,baseline_scene,10.0,0.007249209752945541,0.007163773584865852,0.012374876157507006,0.0007393494245722957,0.0008202716810755408,0.0007824034752143314,0.001913964040290658,0.0015424926414670255,0.002224806024832287,0.001853764444369713,0.0029574820042140497,0.0021707896533244915,0.002362136911522508,0.0033124826200816764,0.003830978243556097,0.0038025677996167883,0.004086297024870281,0.004831882613546809,0.0059343469188156365,0.007338647605427711,
baseline_10_platform,baseline_platform,站台本底,站台本底,baseline_scene,10.0,0.0077518237020982915,0.007032305184123572,0.012530733037839779,0.000718202607644715,0.0007887047858376883,0.0013272601676619718,0.0019929524840311785,0.0010327541677475482,0.0020825341679730136,0.0019323258946953362,0.0024848924197282945,0.0026269124694579533,0.002739398475735879,0.002606566391910276,0.003623420675211547,0.004363852869794211,0.0048175268548402836,0.005029408581906993,0.006596600901836651,0.0070547300840112515,
baseline_11_subway_onboard,baseline_subway_onboard,地铁车内本底,地铁车内本底,baseline_scene,10.0,0.024342579498277846,0.01340793575449579,0.030739481930824448,0.007156441542389364,0.004615879402540367,0.00510944826785979,0.0052198415546027685,0.004738407467715084,0.00776634834310919,0.006728755674052441,0.004556110011758773,0.006794700443329183,0.007509897079518661,0.0068384599561111675,0.006575694121129952,0.007046757032773379,0.009238558012572104,0.008643270642066289,0.012768403757124612,0.015441786186675863,
