event_id,xls,label,group,group_desc,abs_start,abs_end,duration,peak,rms,mean,std,lin_peak,lin_rms,baseline_mean,baseline_rms,snr_db,dominant_freq,pwr_0_5hz,pwr_5_15hz,pwr_15_30hz,pwr_30plus
ev01,g (1).xls,过车,service_desk,服务台,20:06:50,20:06:59,8.850315089999981,0.11002727680745877,0.04379246661762432,0.03986031707607781,0.018136572307089368,0.11002727680745877,0.04379246661762432,0.03063344622375145,0.03411595637105585,2.1688371448506176,46.2194140625,3.420644149844754e-05,5.744263342885445e-05,8.716787146266925e-05,0.00016267683710381988
ev02,g (3).xls,过车,service_desk,服务台,20:15:15,20:15:21,5.802973276000001,0.11500316052147735,0.045894654033865084,0.041411328430839674,0.01978436621378858,0.11500316052147735,0.045894654033865084,0.031000943870309675,0.0341921971108702,2.556701838677959,42.3354296875,7.402303007099987e-05,5.759883973044087e-05,9.908151792292621e-05,0.00016108854448584426
ev03,g (4).xls,过车,service_desk,服务台,20:18:28,20:18:37,8.850257407,0.12599010157875798,0.04705143775660216,0.04305750028236175,0.018970752868503273,0.12599010157875798,0.04705143775660216,0.03013288530992682,0.032836878331595404,3.124220699113155,33.7906640625,5.31758131427047e-05,6.112090394235804e-05,8.075606129760425e-05,0.00015377125101057913
ev04,g (5).xls,过车,service_desk,服务台,20:22:00,20:22:07,7.190858743999996,0.1299073940999666,0.046046485001158474,0.041200900677094386,0.0205612393682413,0.1299073940999666,0.046046485001158474,0.030450554602013024,0.033556008839941004,2.7485236682675374,0.3883984375,4.517154694661863e-05,6.759896803772593e-05,0.00011319062070834126,0.00015796027274641786
ev05,g (6).xls,过车,service_desk,服务台,20:26:27,20:26:38,11.46517930600001,0.19491977375867417,0.054221245927528736,0.04711036131435924,0.026843199637227956,0.19491977375867417,0.054221245927528736,0.029379434210999613,0.03194464843822782,4.595427597933555,34.1790625,0.00016148761252862497,7.381896491733305e-05,9.83529498040565e-05,0.0002655565168610481
ev06,g (7).xls,过车,service_desk,服务台,20:28:46,20:28:53,7.060138242000008,0.26041610659071057,0.04912793050515604,0.04230360121476453,0.024979168920955225,0.26041610659071057,0.04912793050515604,0.031714523797993194,0.036107159228124866,2.6747029775434035,0.3883984375,0.0001480752112246835,0.00016482740924626251,0.0001567403893688453,0.00019613180070789733
ev07,g (8).xls,过车,service_desk,服务台,20:38:43,20:38:52,8.015739087,0.11229284589069198,0.048922217151519565,0.044292848700338366,0.02077322519565437,0.11229284589069198,0.048922217151519565,0.033528603942260655,0.03756866101321022,2.293608287630344,42.3354296875,3.8620632211359815e-05,7.296970156556706e-05,0.0001134585135467328,0.00018631674433090638
ev09,g (12).xls,过车,ground_floor,地面(正后方),21:20:08,21:20:18,10.579790772000024,0.09355295066606807,0.03683733345662861,0.03344713406616294,0.015436267649758225,0.09355295066606807,0.03683733345662861,0.030046464891951362,0.032124364130997035,1.1890729077523283,40.781835937500006,2.1427971434739483e-05,3.84567305863959e-05,7.092348893211449e-05,0.00010594351305816825
ev10,g (13).xls,过车,ground_floor,地面(正后方),21:21:12,21:21:24,11.293811831999996,0.10409765008622858,0.03845376491998876,0.034837044667448955,0.01628104282163536,0.10409765008622858,0.03845376491998876,0.03322903898760434,0.037356133569164666,0.2515389483359438,22.915507812500003,1.8410193031887636e-05,4.115136319450768e-05,8.088381725360331e-05,0.00011911262451908984
