event_id,group,audio_peak,audio_rms,audio_baseline_rms,audio_snr_db,audio_dom_hz,audio_pwr_low_20_200,audio_pwr_mid_200_2k,audio_pwr_high_2k_8k
ev01,服务台,0.31939697265625,0.027937229722738266,0.016982320696115494,4.323726020950333,234.375,0.0001438111141283116,0.0005500469614644343,6.0711680675840096e-05
ev02,服务台,0.470184326171875,0.028279047459363937,0.006231918465346098,13.13686028213047,968.75,0.00013466361226122103,0.0005265464979864465,0.00012071569008764368
ev03,服务台,0.135101318359375,0.02393890731036663,0.00608151825144887,11.901846174554391,156.25,0.00019087321434518856,0.00033334158916487056,2.8622941774560096e-05
ev04,服务台,0.124237060546875,0.020178286358714104,0.00743344658985734,8.673881113610562,156.25,0.00014012899129944856,0.00023538757686764056,1.8294344713654185e-05
ev05,服务台,0.13031005859375,0.01812881976366043,0.005147429183125496,10.935583016251089,125.0,0.0001757613217190368,0.0001140254123760398,2.1574137034523818e-05
ev06,服务台,0.1810302734375,0.021589750424027443,0.008363867178559303,8.236809890275063,156.25,0.00013033577173082733,0.0002739028835407886,4.382043478561937e-05
ev07,服务台,0.322296142578125,0.05145388841629028,0.0819372907280922,-4.0412679893100645,203.125,0.000278137336939821,0.0018321999140091805,0.0002981361513013092
ev09,地面(正后方),0.103912353515625,0.01953834854066372,0.006662963889539242,9.344407860937656,140.625,0.0002405890482393147,0.00010962834932556897,1.5338574669838782e-05
ev10,地面(正后方),0.13671875,0.023955127224326134,0.007706851698458195,9.850429593936557,156.25,0.0002765309556895801,0.00025257728909419686,1.5940760684542143e-05
